GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0500000US55019,55019,"Clark County, Wisconsin",12732,179,8810,158,7271,167,3922,177,5.7,0.7,3.6,0.6,2.0,0.5,11.7,1.7,6.1,0.6,3.1,0.6,1.9,0.5,14.0,1.6,11.7,0.9,8.3,0.9,7.4,1.0,19.7,2.2,12.8,0.9,11.7,1.1,10.8,1.1,15.7,1.7,16.9,1.0,16.7,1.1,15.0,1.2,17.9,1.9,21.4,0.9,24.3,1.4,25.8,1.4,13.5,1.5,13.1,0.8,16.9,1.1,19.2,1.2,3.9,0.9,7.9,0.8,10.0,1.1,11.6,1.3,2.4,0.7,2.4,0.4,2.9,0.6,3.2,0.6,0.3,0.2,2.0,0.3,2.5,0.3,2.9,0.4,0.8,0.3,46783,1325,56987,1743,62606,1654,27197,1505,60121,1478,69215,1850,74664,1951,36357,2356,29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
0500000US55021,55021,"Columbia County, Wisconsin",23019,296,15550,340,12403,361,7469,360,4.5,0.8,1.6,0.5,0.8,0.4,11.0,2.3,4.0,0.6,2.7,0.8,1.2,0.6,7.4,1.3,7.8,0.9,4.2,0.8,2.2,0.4,16.4,2.3,9.9,1.0,7.7,0.9,5.2,0.7,15.0,2.1,14.0,1.2,12.5,1.1,10.5,1.1,18.2,2.4,21.8,1.4,22.8,1.7,22.9,1.9,18.6,2.1,16.1,1.2,20.3,1.5,22.8,1.6,6.2,1.3,14.7,1.1,19.1,1.5,23.4,1.9,4.4,0.9,4.1,0.5,5.5,0.8,6.8,0.9,1.1,0.5,3.0,0.5,3.5,0.8,4.2,1.0,1.7,0.8,61004,1796,73656,1693,83108,1897,35159,2360,72887,1975,84123,2463,93729,2842,46485,3259,26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.1,(X)
0500000US55023,55023,"Crawford County, Wisconsin",6652,187,4181,167,3331,133,2471,130,7.1,1.1,3.3,1.0,1.3,0.5,15.0,2.9,6.9,1.4,2.6,0.9,1.2,0.6,14.2,3.5,13.4,1.6,9.0,1.7,5.0,1.2,22.6,3.0,11.6,1.2,9.2,1.4,7.8,1.4,15.7,2.0,15.5,1.4,16.7,1.4,16.7,1.7,13.8,2.6,21.8,1.6,25.8,2.1,27.4,2.2,13.3,2.1,12.2,1.3,17.2,1.8,20.8,2.1,3.0,1.2,8.0,0.9,11.6,1.3,14.3,1.6,1.3,0.7,1.9,0.4,2.8,0.7,3.2,0.9,0.2,0.2,1.5,0.5,1.9,0.6,2.1,0.8,1.0,0.7,45780,1453,56657,1999,65453,2024,23805,2291,55563,2329,66820,2427,N,N,34273,4268,29.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X)
0500000US55025,55025,"Dane County, Wisconsin",213519,854,122922,1135,97233,977,90597,1175,5.2,0.3,2.5,0.3,0.7,0.2,9.6,0.6,3.9,0.2,1.4,0.2,0.5,0.1,7.5,0.5,7.9,0.4,4.5,0.5,2.0,0.3,13.5,0.8,8.9,0.4,5.5,0.4,3.5,0.4,13.3,0.8,12.6,0.3,9.4,0.5,7.6,0.6,17.1,0.8,18.3,0.5,17.8,0.6,17.0,0.7,19.2,0.8,13.9,0.4,17.0,0.6,18.7,0.7,9.1,0.5,16.6,0.5,23.0,0.7,27.1,0.8,6.9,0.6,6.6,0.3,9.9,0.5,11.9,0.6,2.0,0.3,6.0,0.3,9.0,0.5,11.1,0.6,1.8,0.3,64773,761,87373,1043,100043,1272,40543,794,85259,1101,107840,1751,122346,2175,52527,1323,22.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.3,(X)
0500000US55027,55027,"Dodge County, Wisconsin",33627,391,22095,426,17763,385,11532,484,4.3,0.6,2.3,0.6,1.4,0.5,8.9,1.6,4.7,0.6,2.4,0.6,1.0,0.5,9.8,1.5,10.1,0.8,4.6,0.6,2.6,0.5,21.4,1.9,11.0,0.9,9.0,0.9,6.8,0.8,16.2,1.8,15.8,1.1,14.8,1.3,13.5,1.3,18.8,2.2,22.0,1.1,24.0,1.3,24.8,1.4,16.1,1.9,15.3,1.0,20.3,1.4,23.3,1.6,4.4,1.0,12.9,0.8,17.4,1.2,20.4,1.4,3.4,1.1,2.3,0.4,3.2,0.5,3.9,0.6,0.5,0.2,1.6,0.2,2.1,0.3,2.5,0.4,0.7,0.3,54111,1298,67868,1817,75058,1520,30855,1148,63986,1153,75275,1497,82667,1581,39399,1915,30.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X)
0500000US55029,55029,"Door County, Wisconsin",13023,285,8568,225,7431,235,4455,285,5.4,1.3,1.7,0.7,1.1,0.6,12.6,3.4,3.5,0.7,1.9,0.8,0.8,0.5,6.6,1.4,10.5,1.3,5.9,1.3,3.7,0.7,21.0,3.3,10.4,1.6,7.7,1.4,6.0,1.2,15.1,2.9,15.2,1.4,14.5,1.5,13.7,1.7,17.2,3.1,22.7,1.9,25.0,2.4,26.5,2.7,16.8,2.9,14.0,1.2,18.3,1.7,20.0,1.9,5.5,1.4,11.7,1.3,16.1,1.9,18.0,2.0,3.2,1.3,3.1,0.6,4.1,0.9,4.8,1.0,1.0,0.8,3.5,0.6,4.8,0.8,5.4,1.0,1.1,0.5,53980,1971,67366,3238,72904,2634,30764,2851,70840,2965,85540,4018,N,N,40946,3939,29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.0,(X)
0500000US55031,55031,"Douglas County, Wisconsin",18538,305,11387,305,8212,312,7151,339,7.9,1.1,4.8,1.1,2.1,0.8,15.2,2.2,5.4,0.8,3.5,1.2,0.9,0.6,9.9,1.6,10.6,1.0,6.2,1.1,3.1,0.7,18.5,2.1,12.4,1.3,10.6,1.4,8.3,1.3,14.2,2.0,15.5,1.2,13.9,1.4,14.1,1.5,16.6,2.1,19.1,1.6,22.4,2.1,23.6,2.3,14.7,2.3,12.8,1.2,16.1,1.5,19.1,2.0,6.2,1.7,11.8,1.1,16.0,1.6,20.1,1.9,3.6,0.9,2.9,0.6,4.0,0.9,5.4,1.2,1.0,0.4,1.7,0.4,2.5,0.6,3.4,0.8,0.2,0.2,48190,1863,60777,2933,72089,2951,29855,1929,59992,1831,71413,2430,82809,2767,38352,2371,33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.4,(X)
0500000US55033,55033,"Dunn County, Wisconsin",16445,238,10449,303,8346,273,5996,313,6.8,1.1,3.6,1.0,2.0,1.1,13.5,2.5,5.6,0.9,1.8,0.5,0.8,0.3,12.0,2.3,10.0,1.2,5.8,1.3,3.1,0.7,17.9,2.6,10.4,1.1,8.7,0.9,7.0,0.8,13.8,2.6,15.6,1.8,16.2,2.5,15.2,2.3,15.9,2.6,19.9,1.7,22.4,2.3,23.2,2.4,15.0,2.4,13.2,1.3,17.0,1.6,19.2,2.0,5.1,1.4,13.4,1.3,17.9,1.8,21.4,2.3,4.5,1.3,2.7,0.6,3.5,0.8,4.4,1.0,1.1,0.6,2.5,0.6,3.2,0.8,3.8,0.9,1.2,0.8,51787,2363,65041,3348,73497,3209,28719,1660,65180,2528,76982,2859,85493,3066,41735,4414,25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X)
0500000US55035,55035,"Eau Claire County, Wisconsin",40202,467,23604,567,18959,570,16598,651,5.6,0.8,2.3,0.6,0.7,0.3,11.5,1.7,6.8,0.9,2.2,0.7,0.9,0.4,13.9,2.0,11.7,1.3,6.2,1.1,3.7,0.8,20.3,2.6,11.3,1.0,8.1,1.0,5.9,0.8,15.5,1.9,14.2,1.2,13.6,1.5,12.2,1.6,15.1,1.6,19.7,1.2,23.3,1.5,24.7,1.7,14.0,2.0,12.3,0.9,16.7,1.4,19.7,1.7,5.6,1.1,12.9,1.0,18.8,1.6,22.0,1.9,3.3,0.9,3.0,0.5,4.8,0.7,5.4,0.9,0.4,0.3,2.6,0.4,4.0,0.7,4.9,0.8,0.5,0.3,50538,1646,69453,2556,76850,2045,27728,1525,65548,2088,83922,2594,93457,3164,37047,2491,25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.7,(X)
0500000US55037,55037,"Florence County, Wisconsin",1958,104,1309,80,1113,77,649,100,5.9,1.9,2.5,1.3,1.7,1.3,12.6,4.6,6.0,2.0,1.6,1.0,0.4,0.6,14.8,5.1,11.5,2.5,7.7,3.0,6.5,3.1,20.8,5.1,12.9,2.6,11.7,3.2,10.0,2.8,14.8,4.7,17.0,3.5,17.8,4.3,18.2,4.7,15.6,5.0,23.2,3.6,27.5,4.5,27.2,5.0,13.7,6.0,8.6,1.8,11.5,2.6,12.8,2.8,2.5,1.7,10.7,2.2,14.1,3.1,16.6,3.5,3.9,3.7,1.8,1.0,2.2,1.3,2.6,1.5,1.1,1.3,2.3,1.1,3.3,1.6,3.9,2.0,0.3,0.5,46595,3204,56964,5766,60742,4377,26198,4409,63941,7220,78546,10413,N,N,33894,4464,32.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.2,(X)
0500000US55039,55039,"Fond du Lac County, Wisconsin",41029,441,27280,457,22090,505,13749,535,4.7,0.6,2.7,0.6,0.8,0.3,9.2,1.5,4.8,0.7,1.9,0.6,0.5,0.2,10.9,2.0,9.4,0.9,5.2,0.7,3.1,0.6,18.7,2.0,9.9,0.9,7.9,1.0,5.6,0.9,15.4,1.8,15.0,1.2,13.4,1.1,11.9,1.1,18.4,2.3,21.6,1.1,24.0,1.3,25.2,1.4,16.9,2.0,14.9,1.0,18.1,1.2,21.2,1.5,6.3,1.4,14.2,0.8,19.3,1.1,22.8,1.4,3.0,0.8,3.2,0.4,4.6,0.6,5.5,0.7,0.4,0.3,2.1,0.4,2.9,0.5,3.4,0.6,0.7,0.3,56376,1320,68695,1482,78381,1604,31157,1484,68466,1589,80775,1949,89628,1996,41372,2660,27.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X)
0500000US55041,55041,"Forest County, Wisconsin",3940,150,2537,117,1905,87,1403,90,7.5,1.3,5.4,1.4,1.4,0.7,13.4,3.2,9.0,1.5,3.0,0.9,1.4,0.7,20.3,3.6,13.1,1.8,10.6,1.7,8.5,1.7,19.2,3.0,12.8,1.5,11.6,1.7,11.2,2.2,14.8,2.4,16.0,1.8,17.0,2.5,16.9,2.4,13.9,2.4,21.5,2.0,26.4,2.8,29.8,3.1,10.7,2.4,10.5,1.4,13.0,1.9,15.7,2.3,4.3,1.9,6.3,1.0,8.7,1.5,10.1,1.9,2.3,1.3,2.0,0.6,2.4,0.8,2.7,0.9,1.0,0.9,1.3,0.6,1.8,0.8,2.4,1.1,0.1,0.2,41378,1123,52095,2345,58601,2267,22793,2744,51548,1684,60384,2172,N,N,32671,2502,33.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.8,(X)
0500000US55043,55043,"Grant County, Wisconsin",19353,233,11903,236,9855,248,7450,283,5.3,0.7,3.4,0.8,1.3,0.4,10.5,1.7,5.8,0.7,2.3,0.6,1.1,0.5,10.7,1.3,12.6,1.0,6.3,0.9,4.4,0.9,23.5,2.4,11.6,0.8,9.3,1.1,8.0,1.2,15.8,1.8,15.7,1.1,15.4,1.2,14.2,1.1,17.1,2.0,21.7,1.2,25.1,1.4,26.9,1.7,13.8,1.8,13.0,0.9,17.6,1.3,20.2,1.4,5.0,1.2,10.5,0.9,15.1,1.4,17.5,1.6,2.6,0.8,2.2,0.3,3.0,0.5,3.5,0.6,0.6,0.4,1.7,0.3,2.5,0.5,2.9,0.5,0.5,0.3,49077,1320,61965,1606,69402,1523,28153,1475,59199,1210,71942,1837,78922,1803,36512,1590,29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.0,(X)
0500000US55045,55045,"Green County, Wisconsin",14772,188,10073,250,8227,220,4699,274,3.9,0.9,1.6,0.6,0.5,0.2,9.7,2.2,5.2,1.0,2.4,0.9,0.6,0.4,11.4,2.4,8.7,1.1,5.3,1.2,3.9,1.0,17.3,2.4,12.0,1.2,8.2,1.3,5.9,1.1,20.0,2.7,13.3,1.1,13.7,1.3,11.6,1.3,13.4,2.2,19.5,1.5,21.4,1.6,21.9,1.9,14.7,2.3,16.6,1.3,20.4,1.8,23.3,2.0,6.6,1.5,14.2,1.0,18.4,1.3,22.0,1.6,5.1,1.5,4.2,0.6,5.6,0.7,6.6,0.9,0.8,0.6,2.5,0.4,3.0,0.6,3.6,0.7,1.0,0.6,57416,2253,72349,2537,80740,2526,30702,1592,70874,1838,82900,2485,N,N,42320,2616,25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.8,(X)
0500000US55047,55047,"Green Lake County, Wisconsin",7939,177,5153,164,4250,175,2786,187,4.9,1.1,2.6,1.2,1.2,0.6,9.5,2.2,5.3,0.9,1.2,0.4,1.1,0.5,13.2,2.3,13.3,1.6,8.8,1.7,7.5,1.9,21.4,3.7,13.1,1.5,12.7,1.9,10.5,1.9,15.0,2.6,15.9,1.5,15.6,1.8,15.7,1.9,16.8,2.5,18.8,2.0,21.3,2.4,21.2,2.4,14.7,3.0,14.5,1.4,18.3,1.8,20.4,2.2,5.8,2.0,9.9,1.3,14.0,1.9,15.9,1.9,2.1,0.8,2.4,0.5,3.2,0.7,3.7,0.8,0.4,0.6,1.9,0.6,2.4,0.9,2.8,1.1,1.0,0.7,47174,2151,61327,2897,65933,2003,28222,2497,61679,3277,72696,4443,N,N,39413,4191,30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
0500000US55049,55049,"Iowa County, Wisconsin",9692,147,6522,220,5377,189,3170,196,4.6,0.9,2.3,0.8,1.0,0.6,9.7,2.4,5.5,1.2,1.8,0.5,1.4,0.5,13.5,3.5,7.9,1.1,6.5,1.5,3.6,0.9,13.2,2.1,11.4,1.6,6.8,1.0,5.4,1.0,20.0,3.7,14.1,1.3,14.2,1.6,12.5,1.4,14.8,2.4,20.2,1.8,21.8,2.0,22.3,2.1,16.8,3.3,15.0,1.4,18.8,1.8,21.3,2.0,6.0,1.8,14.5,1.2,18.5,1.8,21.6,2.1,4.6,1.6,3.4,0.7,4.7,1.0,5.4,1.2,0.8,0.4,3.3,0.6,4.6,0.9,5.4,1.0,0.6,0.4,56641,2082,70231,2801,77981,1613,31538,1230,72381,2464,85882,3246,N,N,41683,2646,30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.0,(X)
0500000US55051,55051,"Iron County, Wisconsin",2954,147,1782,98,1409,97,1172,110,8.9,1.7,5.4,2.0,2.3,1.3,15.6,3.4,7.2,1.7,1.7,0.9,0.5,0.3,14.4,3.3,14.7,2.6,9.9,2.3,7.7,1.9,24.8,5.1,13.0,1.8,10.7,2.0,9.0,2.0,16.0,3.2,15.8,2.0,18.5,2.6,18.0,2.8,12.5,2.9,19.7,2.3,23.8,2.6,27.0,3.0,10.9,3.1,11.1,1.6,15.4,2.1,18.2,2.5,4.3,2.4,7.1,1.1,10.8,1.8,12.8,2.2,1.0,0.4,1.5,0.7,2.4,1.2,3.1,1.4,0.2,0.3,0.8,0.4,1.2,0.6,1.4,0.7,0.3,0.4,41270,3278,54103,3211,61012,1608,22143,2851,50698,2378,63553,3544,N,N,29243,2223,27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.0,(X)
0500000US55053,55053,"Jackson County, Wisconsin",8066,149,5327,144,4099,148,2739,180,4.8,0.9,3.1,0.8,1.1,0.3,9.8,2.2,6.7,1.3,3.8,1.0,1.8,0.7,13.7,3.4,11.9,1.7,7.2,1.1,5.1,0.9,20.8,3.6,10.3,1.2,8.8,1.4,6.4,1.2,14.3,2.5,16.6,1.6,17.9,2.1,15.4,2.0,13.7,2.6,22.8,1.9,24.7,2.2,27.3,2.7,18.4,3.3,13.9,1.6,17.9,2.0,22.3,2.4,4.6,1.4,8.9,1.2,11.4,1.6,14.3,2.0,2.9,1.1,2.0,0.5,2.9,0.8,3.4,1.0,0.6,0.4,2.0,0.5,2.3,0.7,3.0,0.9,1.1,1.0,49608,2253,60741,2501,69075,1730,28809,2802,59739,1755,69007,2302,78527,2835,38573,3053,33.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.1,(X)
0500000US55055,55055,"Jefferson County, Wisconsin",32366,402,22047,494,17762,477,10319,475,4.1,0.7,1.9,0.6,0.7,0.4,9.4,1.7,3.9,0.7,1.9,0.6,1.0,0.4,8.4,1.7,8.6,0.9,5.3,0.9,3.3,0.8,17.3,2.3,11.0,1.0,8.0,1.0,5.8,0.9,18.7,2.5,15.4,1.1,14.2,1.3,12.1,1.2,18.0,2.6,20.5,1.1,22.3,1.5,22.4,1.7,16.0,2.0,15.6,1.0,19.6,1.3,22.6,1.5,6.5,1.2,14.7,0.9,18.9,1.3,22.4,1.6,3.7,1.0,3.8,0.4,5.0,0.6,6.1,0.7,1.2,0.5,2.3,0.4,3.0,0.6,3.4,0.7,0.8,0.4,57290,2430,70998,1763,79730,1909,32565,1710,69418,1789,80184,1902,88383,2060,43233,3419,26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.3,(X)
0500000US55057,55057,"Juneau County, Wisconsin",9978,304,6307,270,5054,243,3671,204,5.4,0.8,3.6,0.8,1.2,0.5,10.2,1.8,5.9,0.9,2.6,0.8,1.2,0.6,11.7,2.1,14.5,1.2,9.1,1.0,7.2,1.2,24.5,3.0,10.9,1.1,10.0,1.2,8.3,1.2,14.0,2.1,16.5,1.3,16.9,1.6,16.3,1.9,16.3,2.3,20.6,1.1,23.5,1.5,25.7,1.7,14.0,2.1,13.4,1.1,16.8,1.7,18.9,2.0,5.4,1.4,9.0,0.8,12.6,1.1,15.2,1.4,2.0,0.9,1.9,0.4,2.6,0.6,3.1,0.7,0.8,0.5,1.9,0.4,2.4,0.5,2.7,0.6,1.0,0.6,47243,1499,57415,2192,64734,2142,27381,2592,59059,1944,68779,2305,74791,2114,38851,3132,27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X)
0500000US55059,55059,"Kenosha County, Wisconsin",62994,656,41528,701,30004,740,21466,690,6.3,0.7,4.4,0.7,1.3,0.4,11.3,1.4,4.7,0.6,2.7,0.6,0.7,0.3,9.3,1.5,10.9,0.8,7.3,0.9,3.5,0.8,18.1,1.6,9.7,0.7,7.5,0.8,5.8,0.8,14.2,1.6,13.0,0.9,11.5,1.0,9.7,1.1,15.8,1.8,19.1,1.0,19.8,1.4,20.0,1.5,16.9,1.8,13.8,0.8,16.4,1.2,19.9,1.5,7.7,1.1,14.3,0.8,19.5,1.1,24.7,1.4,4.2,0.7,4.9,0.5,6.4,0.8,8.7,1.1,1.2,0.5,3.4,0.5,4.3,0.7,5.8,0.9,1.2,0.4,56086,1263,70767,1502,84942,1961,32406,1902,70870,1570,82413,2066,97489,2535,45234,2469,32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.3,(X)
0500000US55061,55061,"Kewaunee County, Wisconsin",8211,197,5584,169,4759,170,2627,236,5.5,1.0,3.0,1.0,1.5,0.7,12.3,3.0,4.1,1.3,1.4,0.5,0.5,0.3,10.4,3.7,9.2,1.1,5.0,1.3,4.4,1.2,19.2,3.0,9.4,1.5,7.9,1.4,7.3,1.5,13.3,3.6,14.9,2.0,12.8,2.4,11.9,2.6,18.4,3.5,21.2,2.0,23.2,2.1,22.0,2.3,16.3,3.5,17.2,1.7,22.0,2.3,24.4,2.6,6.5,2.3,13.6,1.8,18.2,2.4,20.7,2.8,2.9,1.4,2.9,0.7,4.1,1.0,4.5,1.1,0.2,0.2,1.9,0.5,2.5,0.6,2.8,0.7,0.5,0.4,58152,2684,71115,2944,77283,3543,32346,2453,67028,2055,79429,2537,N,N,38113,2481,31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.3,(X)
0500000US55063,55063,"La Crosse County, Wisconsin",46657,469,27621,539,22039,595,19036,624,5.3,0.8,2.3,0.7,0.5,0.3,10.4,1.7,5.8,0.8,2.6,0.7,0.9,0.4,10.7,1.5,9.8,0.8,5.0,0.9,3.2,0.7,17.3,1.7,11.6,0.9,7.7,0.9,5.5,0.9,17.3,1.7,16.1,1.1,13.7,1.4,11.9,1.3,19.5,1.8,18.3,1.0,20.9,1.3,21.7,1.4,14.9,1.6,13.6,0.8,18.8,1.1,21.5,1.4,4.9,1.0,12.4,0.9,18.3,1.4,21.8,1.6,3.4,0.9,3.7,0.5,5.6,0.7,6.8,0.9,0.8,0.4,3.4,0.4,5.1,0.7,6.3,0.8,0.8,0.4,51477,1292,71988,2622,82058,2046,30951,1223,69740,1874,88311,2526,99677,2913,40731,2727,27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X)
0500000US55065,55065,"Lafayette County, Wisconsin",6692,113,4560,123,3748,118,2132,102,4.7,0.8,3.0,0.8,1.3,0.6,9.6,1.7,6.0,1.0,2.4,0.9,0.9,0.4,15.1,2.4,10.4,1.1,6.8,1.2,4.2,0.8,18.8,2.3,10.3,1.2,8.0,1.1,6.9,1.2,17.2,2.7,15.8,1.2,16.3,1.7,15.0,1.7,15.3,2.1,22.7,1.6,24.7,2.0,26.5,2.5,15.3,2.7,14.0,1.1,17.7,1.4,20.4,1.6,4.3,1.2,11.8,1.0,15.4,1.4,18.1,1.5,3.6,1.1,2.2,0.4,2.8,0.5,3.3,0.6,0.4,0.4,2.1,0.5,2.9,0.8,3.4,0.9,0.4,0.3,53038,1609,63909,2170,70668,1891,28483,1815,64079,1676,74399,2452,N,N,38505,2413,30.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X)
0500000US55067,55067,"Langlade County, Wisconsin",8521,191,5291,188,4133,206,3230,206,7.0,1.8,5.7,1.8,2.7,1.7,11.2,3.8,7.3,1.6,2.3,1.0,1.7,0.8,14.8,3.5,13.3,1.9,9.3,2.0,7.2,1.7,19.8,3.7,12.1,1.6,10.7,1.8,9.3,1.6,14.3,3.2,16.7,1.7,17.3,2.1,15.9,2.4,17.0,4.3,20.0,2.1,23.3,2.3,26.5,2.6,14.9,3.6,12.5,1.5,15.8,2.1,17.4,2.6,5.4,1.7,7.9,0.9,11.3,1.5,14.0,2.0,1.2,0.6,1.7,0.6,2.2,0.7,2.8,0.9,0.8,0.7,1.5,0.4,2.1,0.5,2.6,0.7,0.6,0.4,43501,2532,55168,2685,62393,2880,27500,3469,55462,2163,65497,2948,73459,3455,36550,3465,32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.4,(X)
