naics,soc4,prox,tot_emp,share,wt
236000,4721,66.5,400.0,0.014947683109118086,0.9940209267563527
236000,4722,74.0,610.0,0.022795216741405083,1.686846038863976
236000,4730,66.66666666666667,140.0,0.00523168908819133,0.3487792725460887
236000,4910,69.0,0.0,0.0,0.0
236000,4930,55.266666666666666,50.0,0.0018684603886397607,0.10326357747882411
236000,4990,65.84615384615384,140.0,0.00523168908819133,0.34448660457629066
236000,5330,73.85714285714286,110.0,0.004110612855007474,0.3035981208626949
236000,5370,47.53333333333333,0.0,0.0,0.0
237000,1110,48.666666666666664,120.0,0.008152173913043478,0.3967391304347826
237000,1130,46.07142857142857,30.0,0.0020380434782608695,0.09389557453416149
237000,1190,56.46666666666667,460.0,0.03125,1.7645833333333334
237000,1191,48.1764705882353,40.0,0.002717391304347826,0.1309143222506394
237000,1310,52.35,170.0,0.01154891304347826,0.6045855978260869
237000,1311,49.0,70.0,0.004755434782608696,0.2330163043478261
237000,1320,47.333333333333336,110.0,0.007472826086956522,0.3537137681159421
237000,1720,46.416666666666664,130.0,0.008831521739130434,0.40992980072463764
237000,1721,49.36,60.0,0.004076086956521739,0.20119565217391303
237000,3730,54.666666666666664,30.0,0.0020380434782608695,0.11141304347826086
237000,4130,54.285714285714285,50.0,0.0033967391304347825,0.1843944099378882
237000,4310,47.0,40.0,0.002717391304347826,0.1277173913043478
237000,4330,56.0,200.0,0.01358695652173913,0.7608695652173912
237000,4360,48.5,40.0,0.002717391304347826,0.13179347826086957
237000,4390,53.5,430.0,0.029211956521739132,1.5628396739130435
237000,4710,74.5,1300.0,0.08831521739130435,6.579483695652174
237000,4720,69.05882352941177,7850.0,0.5332880434782609,36.82824488491049
237000,4721,66.5,810.0,0.05502717391304348,3.6593070652173916
237000,4750,68.63636363636364,180.0,0.012228260869565218,0.8393033596837945
237000,4910,69.0,280.0,0.019021739130434784,1.3125
237000,4930,55.266666666666666,260.0,0.017663043478260868,0.976177536231884
237000,4990,65.84615384615384,920.0,0.0625,4.115384615384615
237000,5141,52.625,190.0,0.012907608695652174,0.6792629076086957
237000,5330,73.85714285714286,860.0,0.058423913043478264,4.315023291925466
237000,5370,47.53333333333333,90.0,0.006114130434782609,0.290625
238000,1110,48.666666666666664,580.0,0.007343631299063054,0.3573900565544019
238000,1130,46.07142857142857,130.0,0.0016459863256520638,0.07583294143182723
238000,1190,56.46666666666667,1540.0,0.019498607242339833,1.101021355617456
238000,1310,52.35,1600.0,0.02025829323879463,1.060521651050899
238000,1311,49.0,280.0,0.0035452013167890607,0.17371486452266396
238000,1320,47.333333333333336,380.0,0.004811344644213725,0.22773697982611635
238000,1511,47.53846153846154,250.0,0.003165358318561661,0.1504762646823928
238000,1720,46.416666666666664,380.0,0.004811344644213725,0.2233265805689204
238000,1721,49.36,90.0,0.001139528994682198,0.0562471511775133
238000,1730,53.964285714285715,270.0,0.003418586984046594,0.1844816047462287
238000,3720,45.666666666666664,0.0,0.0,0.0
238000,4110,54.5,70.0,0.0008863003291972652,0.04830336794125095
238000,4120,69.8,0.0,0.0,0.0
238000,4130,54.285714285714285,1710.0,0.02165105089896176,1.1753427630864957
238000,4140,48.333333333333336,420.0,0.005317801975183591,0.25702709546720687
238000,4310,47.0,320.0,0.004051658647758926,0.19042795644466953
238000,4330,56.0,1820.0,0.023043808559128895,1.290453279311218
238000,4340,59.333333333333336,540.0,0.006837173968093188,0.40567232210686255
238000,4341,61.5,220.0,0.002785515320334262,0.1713091922005571
238000,4350,60.06666666666667,260.0,0.0032919726513041276,0.19773782392166794
238000,4360,48.5,770.0,0.009749303621169917,0.47284122562674097
238000,4390,53.5,3180.0,0.04026335781210433,2.1540896429475813
238000,4710,74.5,4990.0,0.06318055203849075,4.706951126867561
238000,4720,69.05882352941177,21260.0,0.26918207141048367,18.58939716681811
238000,4721,66.5,22900.0,0.2899468219802482,19.281463661686505
238000,4722,74.0,2550.0,0.032286654849328945,2.389212458850342
238000,4730,66.66666666666667,2420.0,0.03064066852367688,2.042711234911792
238000,4740,69.0,480.0,0.00607748797163839,0.4193466700430489
238000,4750,68.63636363636364,160.0,0.002025829323879463,0.13904555813899952
238000,4910,69.0,780.0,0.009875917953912383,0.6814383388199544
238000,4920,63.083333333333336,1280.0,0.016206634591035704,1.0223685321178357
238000,4930,55.266666666666666,230.0,0.0029121296530767284,0.1609436988267072
238000,4990,65.84615384615384,5110.0,0.06469992403140036,4.260241151606054
238000,5110,65.0,0.0,0.0,0.0
238000,5120,62.111111111111114,140.0,0.0017726006583945303,0.11009819644917139
238000,5141,52.625,210.0,0.0026589009875917953,0.13992466447201823
238000,5170,54.0,0.0,0.0,0.0
238000,5330,73.85714285714286,1410.0,0.01785262091668777,1.3185435734182254
238000,5370,47.53333333333333,250.0,0.003165358318561661,0.15046003207563094
311000,1110,48.666666666666664,1200.0,0.016729401923881223,0.8141642269622195
311000,1120,44.75,170.0,0.002369998605883173,0.106057437613272
311000,1130,46.07142857142857,650.0,0.00906175937543566,0.4174881997968572
311000,1131,39.666666666666664,70.0,0.0009758817788930712,0.03870997722942515
311000,1191,48.1764705882353,30.0,0.0004182350480970305,0.020149088493615765
311000,1310,52.35,930.0,0.012965286491007947,0.6787327478042661
311000,1311,49.0,350.0,0.004879408894465356,0.23909103582880245
311000,1320,47.333333333333336,450.0,0.006273525721455458,0.2969468841488917
311000,1511,47.53846153846154,410.0,0.005715878990659417,0.27172409355596305
311000,1721,49.36,540.0,0.0075282308657465494,0.3715934755332497
311000,1910,47.125,330.0,0.004600585529067336,0.2168025930572982
311000,1940,55.625,710.0,0.009898229471629723,0.5505890143594033
311000,2710,48.36363636363637,0.0,0.0,0.0
311000,3390,68.0,80.0,0.0011152934615920815,0.07583995538826153
311000,3520,62.0,140.0,0.0019517635577861424,0.12100934058274082
311000,3530,75.16666666666667,280.0,0.0039035271155722848,0.29341512152051674
311000,3590,74.66666666666667,70.0,0.0009758817788930712,0.07286583949068265
311000,3720,45.666666666666664,610.0,0.00850411264463962,0.3883544774385427
311000,4110,54.5,130.0,0.0018123518750871323,0.0987731771922487
311000,4120,69.8,1410.0,0.019657047260560435,1.3720618987871183
311000,4140,48.333333333333336,1220.0,0.01700822528927924,0.8220642223151634
311000,4310,47.0,230.0,0.003206468702077234,0.15070402899763
311000,4330,56.0,520.0,0.007249407500348529,0.40596682001951767
311000,4340,59.333333333333336,550.0,0.0076676425484455595,0.4549467912077699
311000,4341,61.5,150.0,0.002091175240485153,0.1286072772898369
311000,4350,60.06666666666667,1290.0,0.017984107068172314,1.0802453645615504
311000,4351,58.0,80.0,0.0011152934615920815,0.06468702077234073
311000,4360,48.5,150.0,0.002091175240485153,0.10142199916352991
311000,4390,53.5,1020.0,0.014219991635299039,0.7607695524884985
311000,4510,45.5,30.0,0.0004182350480970305,0.019029694688414887
311000,4520,50.142857142857146,330.0,0.004600585529067336,0.23068650295751927
311000,4721,66.5,150.0,0.002091175240485153,0.13906315349226267
311000,4910,69.0,380.0,0.005297643942562387,0.3655374320368047
311000,4990,65.84615384615384,4610.0,0.06426878572424369,4.231852352304045
311000,5110,65.0,3330.0,0.04642409033877039,3.017565872020075
311000,5120,62.111111111111114,790.0,0.011013522933221803,0.6840621466301098
311000,5130,64.85714285714286,16250.0,0.22654398438589154,14.69299555874211
311000,5180,60.90909090909091,30.0,0.0004182350480970305,0.025474316565910038
311000,5190,54.25,5620.0,0.07834936567684372,4.250453087968772
311000,5191,55.94444444444444,16530.0,0.23044751150146384,12.892258004554115
311000,5310,62.75,200.0,0.0027882336539802035,0.17496166178725778
311000,5330,73.85714285714286,1040.0,0.014498815000697059,1.0708410507657686
311000,5370,47.53333333333333,8670.0,0.12086992890004182,5.745350620381988
312000,1110,48.666666666666664,80.0,0.024024024024024024,1.169169169169169
312000,1721,49.36,50.0,0.015015015015015015,0.7411411411411412
312000,3510,88.0,60.0,0.018018018018018018,1.5855855855855856
312000,3520,62.0,0.0,0.0,0.0
312000,3530,75.16666666666667,510.0,0.15315315315315314,11.512012012012011
312000,3590,74.66666666666667,0.0,0.0,0.0
312000,4120,69.8,440.0,0.13213213213213212,9.222822822822822
312000,4140,48.333333333333336,180.0,0.05405405405405406,2.612612612612613
312000,4190,62.285714285714285,0.0,0.0,0.0
312000,4330,56.0,0.0,0.0,0.0
312000,4350,60.06666666666667,0.0,0.0,0.0
312000,4390,53.5,60.0,0.018018018018018018,0.963963963963964
312000,4990,65.84615384615384,190.0,0.057057057057057055,3.7569877569877566
312000,5110,65.0,100.0,0.03003003003003003,1.951951951951952
312000,5190,54.25,510.0,0.15315315315315314,8.308558558558557
312000,5191,55.94444444444444,1150.0,0.34534534534534533,19.320153486820153
312000,5330,73.85714285714286,0.0,0.0,0.0
312000,5370,47.53333333333333,0.0,0.0,0.0
313000,1110,48.666666666666664,40.0,0.12121212121212122,5.898989898989899
313000,5160,52.857142857142854,220.0,0.6666666666666666,35.238095238095234
313000,5190,54.25,70.0,0.21212121212121213,11.507575757575758
314000,1110,48.666666666666664,40.0,0.027210884353741496,1.3242630385487528
314000,4140,48.333333333333336,100.0,0.06802721088435375,3.287981859410431
314000,4330,56.0,40.0,0.027210884353741496,1.5238095238095237
314000,4340,59.333333333333336,0.0,0.0,0.0
314000,4350,60.06666666666667,30.0,0.02040816326530612,1.2258503401360543
314000,4390,53.5,90.0,0.061224489795918366,3.2755102040816326
314000,5110,65.0,90.0,0.061224489795918366,3.9795918367346936
314000,5120,62.111111111111114,40.0,0.027210884353741496,1.690098261526833
314000,5141,52.625,0.0,0.0,0.0
314000,5151,51.0,140.0,0.09523809523809523,4.857142857142857
314000,5160,52.857142857142854,900.0,0.6122448979591837,32.36151603498542
315000,4340,59.333333333333336,70.0,0.17073170731707318,10.130081300813009
315000,5160,52.857142857142854,300.0,0.7317073170731707,38.67595818815331
315000,5190,54.25,40.0,0.0975609756097561,5.2926829268292686
316000,5110,65.0,60.0,0.17647058823529413,11.470588235294118
316000,5120,62.111111111111114,0.0,0.0,0.0
316000,5160,52.857142857142854,210.0,0.6176470588235294,32.64705882352941
316000,5190,54.25,70.0,0.20588235294117646,11.169117647058822
321000,1110,48.666666666666664,320.0,0.018991097922848664,0.9242334322453016
321000,1130,46.07142857142857,60.0,0.0035608308605341245,0.16405256464603643
321000,1310,52.35,260.0,0.01543026706231454,0.8077744807121662
321000,1311,49.0,40.0,0.002373887240356083,0.11632047477744807
321000,1320,47.333333333333336,60.0,0.0035608308605341245,0.1685459940652819
321000,1721,49.36,160.0,0.009495548961424332,0.468700296735905
321000,1730,53.964285714285715,70.0,0.004154302670623145,0.22418397626112757
321000,3720,45.666666666666664,80.0,0.004747774480712166,0.2168150346191889
321000,4140,48.333333333333336,450.0,0.026706231454005934,1.2908011869436202
321000,4310,47.0,50.0,0.002967359050445104,0.1394658753709199
321000,4330,56.0,180.0,0.010682492581602374,0.5982195845697329
321000,4340,59.333333333333336,140.0,0.00830860534124629,0.4929772502472799
321000,4350,60.06666666666667,450.0,0.026706231454005934,1.604154302670623
321000,4360,48.5,40.0,0.002373887240356083,0.11513353115727003
321000,4390,53.5,330.0,0.019584569732937686,1.0477744807121663
321000,4540,34.0,130.0,0.00771513353115727,0.2623145400593472
321000,4710,74.5,40.0,0.002373887240356083,0.17685459940652817
321000,4720,69.05882352941177,440.0,0.026112759643916916,1.8033164601152036
321000,4721,66.5,90.0,0.005341246290801187,0.35519287833827895
321000,4910,69.0,40.0,0.002373887240356083,0.16379821958456972
321000,4990,65.84615384615384,920.0,0.05459940652818991,3.595160922163889
321000,5110,65.0,920.0,0.05459940652818991,3.548961424332344
321000,5120,62.111111111111114,2270.0,0.13471810089020772,8.367490933069568
321000,5140,56.611111111111114,40.0,0.002373887240356083,0.13438839432904714
321000,5170,54.0,5920.0,0.3513353115727003,18.972106824925817
321000,5190,54.25,530.0,0.0314540059347181,1.706379821958457
321000,5191,55.94444444444444,530.0,0.0314540059347181,1.7596768875700626
321000,5310,62.75,40.0,0.002373887240356083,0.14896142433234422
321000,5330,73.85714285714286,440.0,0.026112759643916916,1.9286138194150066
321000,5370,47.53333333333333,1810.0,0.10741839762611276,5.105954500494559
322000,1110,48.666666666666664,570.0,0.021300448430493273,1.0366218236173392
322000,1130,46.07142857142857,330.0,0.01233183856502242,0.5681454196028186
322000,1131,39.666666666666664,60.0,0.002242152466367713,0.08893871449925261
322000,1190,56.46666666666667,60.0,0.002242152466367713,0.1266068759342302
322000,1191,48.1764705882353,40.0,0.0014947683109118087,0.0720126615668689
322000,1310,52.35,560.0,0.02092675635276532,1.0955156950672646
322000,1311,49.0,110.0,0.004110612855007474,0.20142002989536623
322000,1320,47.333333333333336,230.0,0.0085949177877429,0.4068261086198306
322000,1511,47.53846153846154,250.0,0.009342301943198805,0.4441186616074509
322000,1720,46.416666666666664,40.0,0.0014947683109118087,0.06938216243148979
322000,1721,49.36,790.0,0.02952167414050822,1.4571898355754858
322000,1730,53.964285714285715,50.0,0.0018684603886397607,0.10083013025838138
322000,2710,48.36363636363637,120.0,0.004484304932735426,0.216877293110477
322000,3720,45.666666666666664,110.0,0.004110612855007474,0.18771798704534132
322000,4140,48.333333333333336,780.0,0.02914798206278027,1.4088191330343798
322000,4310,47.0,100.0,0.0037369207772795215,0.1756352765321375
322000,4330,56.0,200.0,0.007473841554559043,0.4185351270553064
322000,4340,59.333333333333336,460.0,0.0171898355754858,1.0199302441454907
322000,4350,60.06666666666667,1260.0,0.04708520179372197,2.8282511210762333
322000,4360,48.5,40.0,0.0014947683109118087,0.07249626307922272
322000,4390,53.5,330.0,0.01233183856502242,0.6597533632286995
322000,4721,66.5,0.0,0.0,0.0
322000,4910,69.0,220.0,0.008221225710014948,0.5672645739910315
322000,4990,65.84615384615384,2230.0,0.08333333333333333,5.487179487179486
322000,5110,65.0,1160.0,0.043348281016442454,2.8176382660687596
322000,5120,62.111111111111114,280.0,0.01046337817638266,0.6498920445108787
322000,5141,52.625,50.0,0.0018684603886397607,0.0983277279521674
322000,5151,51.0,660.0,0.02466367713004484,1.257847533632287
322000,5180,60.90909090909091,50.0,0.0018684603886397607,0.11380622367169452
322000,5190,54.25,2260.0,0.08445440956651719,4.581651718983557
322000,5191,55.94444444444444,11400.0,0.4260089686098655,23.832835077229696
322000,5330,73.85714285714286,160.0,0.005979073243647235,0.4415972667093744
322000,5370,47.53333333333333,1800.0,0.06726457399103139,3.1973094170403584
323000,1110,48.666666666666664,560.0,0.021156025689459765,1.0295932502203753
323000,1120,44.75,40.0,0.001511144692104269,0.06762372497166604
323000,1130,46.07142857142857,210.0,0.007933509633547412,0.36550812240272007
323000,1310,52.35,660.0,0.024933887419720437,1.305289006422365
323000,1311,49.0,150.0,0.0056667925953910086,0.2776728371741594
323000,1320,47.333333333333336,220.0,0.00831129580657348,0.39340133484447803
323000,1511,47.53846153846154,300.0,0.011333585190782017,0.5387812036848683
323000,1721,49.36,150.0,0.0056667925953910086,0.2797128825085002
323000,1730,53.964285714285715,0.0,0.0,0.0
323000,2710,48.36363636363637,1070.0,0.0404231205137892,1.9550091012123505
323000,3720,45.666666666666664,90.0,0.003400075557234605,0.15527011711371363
323000,4110,54.5,60.0,0.0022667170381564035,0.12353607857952399
323000,4130,54.285714285714285,200.0,0.007555723460521345,0.4101678449997302
323000,4140,48.333333333333336,1500.0,0.056667925953910084,2.7389497544389876
323000,4310,47.0,270.0,0.010200226671703816,0.47941065357007934
323000,4330,56.0,470.0,0.01775595013222516,0.994333207404609
323000,4340,59.333333333333336,1160.0,0.0438231960710238,2.6001763002140788
323000,4341,61.5,30.0,0.0011333585190782018,0.0697015489233094
323000,4350,60.06666666666667,1090.0,0.04117869285984133,2.4734668177811363
323000,4390,53.5,490.0,0.018511522478277295,0.9903664525878353
323000,4910,69.0,30.0,0.0011333585190782018,0.07820173781639592
323000,4990,65.84615384615384,530.0,0.020022667170381564,1.3184156229112782
323000,5110,65.0,1270.0,0.04797884397431054,3.118624858330185
323000,5151,51.0,12070.0,0.45598791084246315,23.25538345296562
323000,5160,52.857142857142854,230.0,0.008689081979599547,0.4592800474931189
323000,5190,54.25,1040.0,0.039289761994710994,2.131469588213071
323000,5191,55.94444444444444,830.0,0.03135625236116358,1.7542081182050957
323000,5310,62.75,100.0,0.0037778617302606727,0.23706082357385722
323000,5330,73.85714285714286,160.0,0.006044578768417076,0.44643531761023264
323000,5370,47.53333333333333,1490.0,0.05629013978088402,2.675657977584687
324000,4140,48.333333333333336,30.0,0.2,9.666666666666668
324000,4720,69.05882352941177,40.0,0.26666666666666666,18.415686274509806
324000,5190,54.25,80.0,0.5333333333333333,28.933333333333334
325000,1110,48.666666666666664,800.0,0.046216060080878106,2.2491815906027344
325000,1120,44.75,80.0,0.00462160600808781,0.20681686886192951
325000,1130,46.07142857142857,250.0,0.014442518775274409,0.6653874721465709
325000,1131,39.666666666666664,40.0,0.002310803004043905,0.09166185249374156
325000,1190,56.46666666666667,60.0,0.0034662045060658577,0.19572501444251877
325000,1191,48.1764705882353,90.0,0.005199306759098787,0.2504842491589357
325000,1310,52.35,510.0,0.029462738301559793,1.5423743500866551
325000,1311,49.0,290.0,0.016753321779318313,0.8209127671865973
325000,1320,47.333333333333336,200.0,0.011554015020219527,0.5468900442903909
325000,1511,47.53846153846154,110.0,0.006354708261120739,0.30209305425943206
325000,1720,46.416666666666664,210.0,0.012131715771230503,0.5631138070479491
325000,1721,49.36,390.0,0.022530329289428077,1.1120970537261698
325000,1730,53.964285714285715,30.0,0.0017331022530329288,0.09352562515474126
325000,1910,47.125,320.0,0.01848642403235124,0.8711727325245522
325000,1920,42.916666666666664,910.0,0.05257076834199884,2.256162141344117
325000,1940,55.625,640.0,0.03697284806470248,2.0566146735990753
325000,3720,45.666666666666664,50.0,0.0028885037550548816,0.13190833814750624
325000,4110,54.5,30.0,0.0017331022530329288,0.09445407279029462
325000,4140,48.333333333333336,960.0,0.05545927209705372,2.6805314846909303
325000,4310,47.0,80.0,0.00462160600808781,0.21721548238012708
325000,4330,56.0,150.0,0.008665511265164644,0.4852686308492201
325000,4340,59.333333333333336,310.0,0.017908723281340265,1.0625842480261891
325000,4350,60.06666666666667,540.0,0.03119584055459272,1.873830155979203
325000,4360,48.5,40.0,0.002310803004043905,0.1120739456961294
325000,4390,53.5,250.0,0.014442518775274409,0.7726747544771808
325000,4721,66.5,80.0,0.00462160600808781,0.3073367995378394
325000,4910,69.0,70.0,0.004043905257076834,0.27902946273830154
325000,4990,65.84615384615384,630.0,0.036395147313691506,2.3964804692707635
325000,5110,65.0,850.0,0.049104563835932986,3.191796649335644
325000,5120,62.111111111111114,50.0,0.0028885037550548816,0.17940817767507544
325000,5140,56.611111111111114,200.0,0.011554015020219527,0.6540856280890943
325000,5180,60.90909090909091,280.0,0.016175621028307337,0.9852423717241741
325000,5190,54.25,4510.0,0.2605430387059503,14.134459849797803
325000,5191,55.94444444444444,2160.0,0.12478336221837089,6.9809358752166375
325000,5330,73.85714285714286,200.0,0.011554015020219527,0.8533465379219279
325000,5370,47.53333333333333,940.0,0.05430387059503177,2.5812439822838433
326000,1110,48.666666666666664,840.0,0.02643171806167401,1.2863436123348018
326000,1120,44.75,80.0,0.0025173064820641915,0.11264946507237257
326000,1130,46.07142857142857,280.0,0.00881057268722467,0.40591567023285086
326000,1131,39.666666666666664,50.0,0.0015733165512901196,0.06240822320117474
326000,1190,56.46666666666667,40.0,0.0012586532410320957,0.07107195301027901
326000,1191,48.1764705882353,60.0,0.0018879798615481435,0.09095620627105469
326000,1310,52.35,630.0,0.019823788546255508,1.0377753303964758
326000,1311,49.0,220.0,0.006922592825676526,0.3392070484581498
326000,1320,47.333333333333336,280.0,0.00881057268722467,0.41703377386196777
326000,1511,47.53846153846154,380.0,0.01195720578980491,0.5684271675461103
326000,1721,49.36,1300.0,0.04090623033354311,2.0191315292636878
326000,1730,53.964285714285715,140.0,0.004405286343612335,0.2377281308999371
326000,3720,45.666666666666664,150.0,0.004719949653870359,0.21554436752674638
326000,4110,54.5,70.0,0.0022026431718061676,0.12004405286343614
326000,4140,48.333333333333336,980.0,0.030837004405286344,1.4904552129221733
326000,4310,47.0,120.0,0.003775959723096287,0.17747010698552548
326000,4330,56.0,230.0,0.00723725613593455,0.4052863436123348
326000,4340,59.333333333333336,530.0,0.01667715544367527,0.9895112229913994
326000,4350,60.06666666666667,1020.0,0.032095657646318436,1.9278791692888608
326000,4360,48.5,70.0,0.0022026431718061676,0.10682819383259913
326000,4390,53.5,370.0,0.011642542479546885,0.6228760226557584
326000,4721,66.5,60.0,0.0018879798615481435,0.12555066079295155
326000,4910,69.0,110.0,0.003461296412838263,0.23882945248584014
326000,4990,65.84615384615384,1730.0,0.054436752674638135,3.584450791499249
326000,5110,65.0,1740.0,0.05475141598489616,3.5588420390182507
326000,5120,62.111111111111114,2000.0,0.06293266205160478,3.90881756520523
326000,5140,56.611111111111114,11320.0,0.35619886721208305,20.164813649395146
326000,5141,52.625,120.0,0.003775959723096287,0.1987098804279421
326000,5151,51.0,190.0,0.005978602894902455,0.3049087476400252
326000,5190,54.25,3350.0,0.10541220893643802,5.718612334801763
326000,5191,55.94444444444444,1150.0,0.03618628067967275,2.0244213691350255
326000,5310,62.75,70.0,0.0022026431718061676,0.13821585903083702
326000,5330,73.85714285714286,80.0,0.0025173064820641915,0.1859210644610267
326000,5370,47.53333333333333,2020.0,0.06356198867212083,3.021313194881477
327000,1110,48.666666666666664,180.0,0.01948051948051948,0.948051948051948
327000,1130,46.07142857142857,60.0,0.006493506493506494,0.29916512059369205
327000,1310,52.35,90.0,0.00974025974025974,0.5099025974025974
327000,1320,47.333333333333336,40.0,0.004329004329004329,0.20490620490620493
327000,1721,49.36,130.0,0.01406926406926407,0.6944588744588744
327000,1730,53.964285714285715,90.0,0.00974025974025974,0.525626159554731
327000,3720,45.666666666666664,60.0,0.006493506493506494,0.29653679653679654
327000,4120,69.8,0.0,0.0,0.0
