naics,employment,proximity,emp_share,naics_title
11,2990.0,49.83109969740405,0.11114663177381104,"Agriculture, Forestry, Fishing and Hunting"
54,106310.0,52.47069514075248,3.9518389377504515,"Professional, Scientific, and Technical Services"
55,64150.0,52.6326261595821,2.3846342569531696,Management of Companies and Enterprises
52,118720.0,52.85225320938264,4.413153218791587,Finance and Insurance
42,117510.0,54.86285673023579,4.3681741470704125,Wholesale Trade
32,128560.0,55.20154802510471,4.77893343840841,"wood, paper, petroleum, chemical, mineral manufacturing"
51,32390.0,55.2884445633851,1.2040265562387087,Information
56,139500.0,55.35784959320416,5.185603723226301,administrative support
33,234200.0,55.890184698428946,8.705866609172757,"metal, computer, electrical, transport manufacturing"
31,77610.0,57.952332029673265,2.8849799638680516,"food, textiles, apparel manufacturing"
49,33320.0,58.12726250163932,1.238597247726884,"couriers, warehousing, storage"
53,23210.0,58.9151220897824,0.8627803757425265,Real Estate and Rental and Leasing
22,7280.0,58.95032778778537,0.2706178860579747,Utilities
99,154650.0,62.013494717577366,5.748771439404641,"federal, state, local government"
45,95080.0,62.49928900914913,3.534388544834098,general merchandise retail
21,2810.0,62.993349212367434,0.1044555301954545,"Mining, Quarrying, and Oil and Gas Extraction"
44,190340.0,63.50704539466914,7.075468191246552,specialize retail
81,74940.0,64.94708670649366,2.7857286237890966,Other Services (except Public Administration)
23,120460.0,65.49381737341591,4.477833867382366,Construction
61,215880.0,65.60890784914291,8.02486115964225,Educational Services
71,42110.0,66.88829190608145,1.5653460414699605,"Arts, Entertainment, and Recreation"
48,66880.0,67.70158007868679,2.48611596422491,transportation
72,239130.0,71.13856753661707,8.889128446846632,Accommodation and Food Services
62,402110.0,77.28560172604263,14.947549198182994,Health Care and Social Assistance
